,treatment
9431,0
9432,0
9433,1
9434,0
9435,0
9436,0
9437,0
9438,1
9439,1
9440,1
9441,1
9442,1
9443,0
9444,1
9445,1
9446,1
9447,0
9448,1
9449,1
9450,0
9451,1
9452,1
9453,1
9454,1
9455,0
9456,1
9457,1
9458,1
9459,1
9460,0
9461,0
9462,0
9463,1
9464,1
9465,1
9466,0
9467,1
9468,0
9469,1
9470,0
9471,1
9472,0
9473,1
9474,1
9475,0
9476,1
9477,0
9478,1
9479,1
9480,1
9481,1
9482,1
9483,0
9484,0
9485,0
9486,0
9487,1
9488,1
9489,0
9490,1
9491,0
9492,1
9493,1
9494,1
9495,1
9496,0
9497,1
9498,1
9499,0
9500,0
9501,0
9502,1
9503,1
9504,1
9505,1
9506,1
9507,0
9508,0
9509,1
9510,0
9511,1
9512,0
9513,0
9514,0
9515,0
9516,1
9517,0
9518,1
9519,1
9520,0
9521,0
9522,1
9523,1
9524,1
9525,0
9526,1
9527,1
9528,1
9529,0
9530,1
9531,1
9532,0
9533,1
9534,1
9535,0
9536,1
9537,1
9538,0
9539,1
9540,1
9541,1
9542,0
9543,1
9544,1
9545,0
9546,0
9547,0
9548,0
9549,0
9550,1
9551,1
9552,0
9553,1
9554,0
9555,0
9556,1
9557,1
9558,0
9559,1
9560,0
9561,1
9562,1
9563,1
9564,1
9565,0
9566,0
9567,1
9568,1
9569,1
9570,1
9571,0
9572,1
9573,1
9574,0
9575,0
9576,1
9577,0
9578,0
9579,0
9580,0
9581,0
9582,0
9583,1
9584,1
9585,1
9586,0
9587,1
9588,0
9589,1
9590,1
9591,0
9592,1
9593,0
9594,1
9595,1
9596,1
9597,1
9598,0
9599,0
9600,1
9601,1
9602,0
9603,0
9604,1
9605,1
9606,0
9607,1
9608,1
9609,1
9610,1
9611,1
9612,1
9613,1
9614,0
9615,0
9616,0
9617,0
9618,0
9619,1
9620,1
9621,0
9622,0
9623,1
9624,0
9625,0
9626,1
9627,1
9628,0
9629,0
9630,1
9631,1
9632,1
9633,1
9634,1
9635,0
9636,0
9637,0
9638,0
9639,1
9640,1
9641,1
9642,1
9643,1
9644,0
9645,0
9646,1
9647,0
9648,1
9649,1
9650,0
9651,0
9652,1
9653,1
9654,0
9655,1
9656,0
9657,1
9658,0
9659,0
9660,0
9661,1
9662,1
9663,1
9664,1
9665,0
9666,1
9667,1
9668,0
9669,0
9670,1
9671,1
9672,1
9673,0
9674,0
9675,1
9676,1
9677,1
9678,1
9679,0
9680,0
9681,1
9682,0
9683,0
9684,1
9685,1
9686,1
9687,1
9688,1
9689,0
9690,0
9691,1
9692,0
9693,0
9694,1
9695,1
9696,1
9697,0
9698,0
9699,1
9700,1
9701,1
9702,1
9703,1
9704,1
9705,1
9706,0
9707,0
9708,1
9709,1
9710,1
9711,0
9712,1
9713,0
9714,1
9715,1
9716,1
9717,1
9718,0
9719,1
9720,1
9721,0
9722,1
9723,0
9724,1
9725,1
9726,0
9727,0
9728,1
9729,1
9730,1
9731,0
9732,0
9733,0
9734,1
9735,0
9736,0
9737,1
9738,0
9739,1
9740,1
9741,0
9742,0
9743,1
9744,1
9745,1
9746,1
9747,0
9748,1
9749,1
9750,0
9751,1
9752,1
9753,1
9754,1
9755,0
9756,0
9757,0
9758,0
9759,1
9760,0
9761,0
9762,0
9763,0
9764,1
9765,0
9766,0
9767,1
9768,0
9769,1
9770,1
9771,0
9772,1
9773,0
9774,0
9775,0
9776,0
9777,1
9778,1
9779,1
9780,0
9781,0
9782,1
9783,1
9784,0
9785,1
9786,1
9787,1
9788,1
9789,1
9790,0
9791,1
9792,1
9793,0
9794,0
9795,0
9796,1
9797,1
9798,1
9799,1
9800,0
9801,0
9802,0
9803,0
9804,0
9805,0
9806,0
9807,1
9808,1
9809,1
9810,0
9811,1
9812,1
9813,1
9814,1
9815,1
9816,1
9817,0
9818,1
9819,1
9820,0
9821,0
9822,1
9823,0
9824,1
9825,1
9826,0
9827,1
9828,1
9829,1
9830,0
9831,0
9832,0
9833,0
9834,1
9835,1
9836,1
9837,0
9838,0
9839,0
9840,0
9841,0
9842,1
9843,1
9844,1
9845,1
9846,1
9847,0
9848,1
9849,1
9850,0
9851,1
9852,0
9853,0
9854,1
9855,1
9856,1
9857,1
9858,1
9859,0
9860,1
9861,0
9862,0
9863,1
9864,1
9865,1
9866,1
9867,0
9868,0
9869,0
9870,1
9871,1
9872,1
9873,1
9874,0
9875,1
9876,1
9877,1
9878,0
9879,1
9880,1
9881,0
9882,0
9883,1
9884,1
9885,0
9886,0
9887,1
9888,1
9889,1
9890,1
9891,0
9892,1
9893,1
9894,0
9895,0
9896,0
9897,0
9898,0
9899,0
9900,1
9901,1
9902,0
9903,1
9904,1
9905,1
9906,0
9907,0
9908,1
9909,0
9910,1
9911,1
9912,1
9913,0
9914,1
9915,1
9916,0
9917,0
9918,0
9919,0
9920,1
9921,0
9922,1
9923,1
9924,0
9925,0
9926,1
9927,1
9928,0
9929,1
9930,0
9931,1
9932,1
9933,0
9934,0
9935,1
9936,0
9937,0
9938,0
9939,0
9940,0
9941,0
9942,0
9943,1
9944,1
9945,0
9946,1
9947,0
9948,0
9949,0
9950,1
9951,1
9952,1
9953,1
9954,0
9955,0
9956,1
9957,1
9958,1
9959,0
9960,0
9961,1
9962,0
9963,1
9964,0
9965,1
9966,1
9967,1
9968,1
9969,1
9970,0
9971,1
9972,1
9973,1
9974,1
9975,0
9976,0
9977,1
9978,1
9979,1
9980,0
9981,1
9982,1
9983,1
9984,1
9985,0
9986,1
9987,1
9988,1
9989,0
9990,0
9991,1
9992,1
9993,0
9994,1
9995,0
9996,1
9997,1
9998,0
9999,1
10000,0
10001,0
10002,1
10003,1
10004,1
10005,1
10006,1
10007,0
10008,0
10009,1
10010,0
10011,1
10012,0
10013,1
10014,0
10015,1
10016,1
10017,0
10018,1
10019,0
10020,1
10021,0
10022,1
10023,1
10024,0
10025,0
10026,0
10027,0
10028,0
10029,0
10030,1
10031,1
10032,0
10033,1
10034,1
10035,1
10036,0
10037,1
10038,1
10039,0
10040,0
10041,0
10042,0
10043,1
10044,1
10045,0
10046,0
10047,1
10048,1
10049,1
10050,1
10051,1
10052,1
10053,1
10054,1
10055,0
10056,0
10057,0
10058,0
10059,1
10060,1
10061,1
10062,1
10063,1
10064,1
10065,0
10066,1
10067,0
10068,1
10069,0
10070,0
10071,1
10072,1
10073,0
10074,0
10075,0
10076,1
10077,1
10078,1
10079,1
10080,0
10081,1
10082,0
10083,1
10084,1
10085,0
10086,0
10087,1
10088,1
10089,1
10090,1
10091,1
10092,1
10093,1
10094,0
10095,1
10096,1
10097,0
10098,1
10099,1
10100,1
10101,1
10102,1
10103,1
10104,0
10105,1
10106,0
10107,1
10108,0
10109,0
10110,0
10111,0
10112,0
10113,0
10114,1
10115,1
10116,1
10117,1
10118,1
10119,0
10120,1
10121,1
10122,1
10123,1
10124,0
10125,1
10126,1
10127,1
10128,1
10129,0
10130,1
10131,1
10132,1
10133,1
10134,1
10135,1
10136,1
10137,1
10138,1
10139,1
10140,0
10141,0
10142,1
10143,0
10144,1
10145,0
10146,0
10147,1
10148,0
10149,1
10150,0
10151,1
10152,0
10153,1
10154,0
10155,0
10156,1
10157,0
10158,1
10159,0
10160,1
10161,1
10162,1
10163,0
10164,1
10165,1
10166,1
10167,0
10168,1
10169,1
10170,0
10171,1
10172,1
10173,1
10174,1
10175,1
10176,1
10177,1
10178,1
10179,1
10180,1
10181,0
10182,0
10183,0
10184,1
10185,0
10186,0
10187,1
10188,1
10189,1
10190,1
10191,1
10192,1
10193,1
10194,0
10195,1
10196,1
10197,0
10198,1
10199,1
10200,0
10201,0
10202,1
10203,1
10204,1
10205,1
10206,1
10207,1
10208,0
10209,1
10210,1
10211,1
10212,1
10213,1
10214,1
10215,1
10216,1
10217,1
10218,0
10219,0
10220,0
10221,1
10222,1
10223,1
10224,1
10225,1
10226,1
10227,1
10228,1
10229,0
10230,1
10231,0
10232,1
10233,0
10234,1
10235,1
10236,1
10237,1
10238,0
10239,1
10240,1
10241,0
10242,1
10243,1
10244,1
10245,0
10246,1
10247,1
10248,1
10249,0
10250,1
10251,1
10252,1
10253,1
10254,1
10255,1
10256,0
10257,1
10258,1
10259,0
10260,1
10261,1
10262,0
10263,0
10264,0
10265,1
10266,1
10267,0
10268,1
10269,1
10270,0
10271,0
10272,1
10273,1
10274,1
10275,0
10276,1
10277,0
10278,0
10279,1
10280,0
10281,0
10282,1
10283,1
10284,1
10285,1
10286,1
10287,0
10288,1
10289,0
10290,1
10291,1
10292,0
10293,1
10294,1
10295,1
10296,0
10297,1
10298,1
10299,1
10300,1
10301,1
10302,1
10303,0
10304,1
10305,1
10306,1
10307,1
10308,0
10309,1
10310,1
10311,1
10312,1
10313,1
10314,0
10315,0
10316,1
10317,0
10318,0
10319,1
10320,1
10321,1
10322,0
10323,1
10324,0
10325,1
10326,1
10327,1
10328,1
10329,0
10330,1
10331,0
10332,0
10333,1
10334,0
10335,1
10336,0
10337,1
10338,1
10339,1
10340,1
10341,0
10342,0
10343,0
10344,1
10345,0
10346,0
10347,1
10348,1
10349,1
10350,0
10351,0
10352,0
10353,0
10354,0
10355,1
10356,1
10357,0
10358,1
10359,0
10360,0
10361,1
10362,1
10363,0
10364,1
10365,1
10366,0
10367,0
10368,1
10369,0
10370,1
10371,1
10372,0
10373,0
10374,1
10375,0
10376,1
10377,0
10378,0
10379,0
10380,0
10381,0
10382,1
10383,1
10384,0
10385,0
10386,1
10387,1
10388,0
10389,0
10390,0
10391,1
10392,1
10393,0
10394,0
10395,1
10396,1
10397,1
10398,1
10399,0
10400,0
10401,1
10402,1
10403,1
10404,1
10405,0
10406,0
10407,1
10408,1
10409,1
10410,1
10411,1
10412,1
10413,1
10414,1
10415,0
10416,1
10417,1
10418,0
10419,0
10420,0
10421,0
10422,0
10423,1
10424,1
10425,0
10426,1
10427,0
10428,1
10429,1
10430,1
10431,0
10432,1
10433,1
10434,1
10435,0
10436,1
10437,0
10438,1
10439,1
10440,1
10441,1
10442,0
10443,1
10444,0
10445,1
10446,1
10447,0
10448,0
10449,1
10450,1
10451,0
10452,1
10453,1
10454,1
10455,1
10456,1
10457,1
10458,0
10459,1
10460,0
10461,0
10462,0
10463,1
10464,1
10465,0
10466,0
10467,1
10468,0
10469,0
10470,1
10471,1
10472,1
10473,0
10474,1
10475,1
10476,1
10477,1
10478,1
10479,1
10480,0
10481,0
10482,1
10483,1
10484,0
10485,1
10486,1
10487,0
10488,0
10489,1
10490,0
10491,0
10492,1
10493,1
10494,1
10495,1
10496,0
10497,1
10498,0
10499,0
10500,1
10501,1
10502,1
10503,1
10504,1
10505,0
10506,1
10507,1
10508,1
10509,0
10510,0
10511,0
10512,1
10513,1
10514,1
10515,0
10516,1
10517,0
10518,1
10519,0
10520,0
10521,0
10522,0
10523,1
10524,1
10525,1
10526,0
10527,0
10528,0
10529,1
10530,1
10531,1
10532,1
10533,1
10534,1
10535,1
10536,1
10537,0
10538,1
10539,1
10540,0
10541,1
10542,1
10543,0
10544,1
10545,1
10546,1
10547,1
10548,0
10549,1
10550,0
10551,1
10552,0
10553,1
10554,0
10555,1
10556,1
10557,0
10558,0
10559,1
10560,1
10561,0
10562,0
10563,0
10564,1
10565,0
10566,0
10567,1
10568,1
10569,1
10570,1
10571,0
10572,1
10573,0
10574,1
10575,0
10576,1
10577,1
10578,0
10579,1
10580,0
10581,1
10582,1
10583,1
10584,0
10585,0
10586,0
10587,0
10588,1
10589,1
10590,1
10591,1
10592,1
10593,0
10594,1
10595,1
10596,1
10597,1
10598,1
10599,0
10600,1
10601,1
10602,0
10603,1
10604,0
10605,1
10606,1
10607,0
10608,0
10609,0
10610,0
10611,0
10612,0
10613,0
10614,0
10615,0
10616,1
10617,1
10618,0
10619,0
10620,1
10621,0
10622,1
10623,1
10624,1
10625,1
10626,1
10627,1
10628,1
10629,0
10630,0
10631,1
10632,1
10633,1
10634,1
10635,0
10636,1
10637,1
10638,0
10639,1
10640,0
10641,1
10642,1
10643,1
10644,1
10645,1
10646,0
10647,1
10648,1
10649,1
10650,1
10651,0
10652,0
10653,0
10654,0
10655,1
10656,0
10657,1
10658,1
10659,1
10660,1
10661,1
10662,0
10663,1
10664,1
10665,0
10666,0
10667,1
10668,0
10669,1
10670,1
10671,0
10672,1
10673,1
10674,1
10675,0
10676,0
10677,1
10678,0
10679,0
10680,1
10681,0
10682,1
10683,0
10684,1
10685,0
10686,1
10687,1
10688,0
10689,1
10690,1
10691,0
10692,1
10693,1
10694,1
10695,1
10696,1
10697,1
10698,0
10699,0
10700,1
10701,0
10702,1
10703,1
10704,1
10705,0
10706,0
10707,1
10708,0
10709,1
10710,1
10711,0
10712,1
10713,1
10714,1
10715,1
10716,0
10717,1
10718,1
10719,0
10720,1
10721,0
10722,0
10723,0
10724,1
10725,1
10726,1
10727,0
10728,0
10729,0
10730,0
10731,0
10732,0
10733,0
10734,1
10735,0
10736,1
10737,0
10738,1
10739,1
10740,0
10741,0
10742,1
10743,1
10744,1
10745,1
10746,1
10747,1
10748,0
10749,1
10750,0
10751,0
10752,1
10753,0
10754,1
10755,1
10756,0
10757,0
10758,1
10759,0
10760,0
10761,1
10762,1
10763,1
10764,1
10765,0
10766,1
10767,0
10768,1
10769,0
10770,1
10771,1
10772,1
10773,1
10774,0
10775,1
10776,1
10777,0
10778,1
10779,1
10780,0
10781,1
10782,0
10783,1
10784,1
10785,1
10786,1
10787,1
10788,0
10789,1
10790,1
10791,1
10792,0
10793,1
10794,1
10795,1
10796,1
10797,0
10798,1
10799,0
10800,1
10801,0
10802,1
10803,1
10804,1
10805,1
10806,0
10807,0
10808,0
10809,0
10810,1
10811,1
10812,1
10813,0
10814,0
10815,0
10816,1
10817,1
10818,1
10819,1
10820,0
10821,0
10822,1
10823,0
10824,0
10825,1
10826,1
10827,1
10828,1
10829,0
10830,1
10831,1
10832,1
10833,1
10834,0
10835,1
10836,1
10837,0
10838,1
10839,0
10840,1
10841,0
10842,0
10843,1
10844,0
10845,0
10846,1
10847,0
10848,1
10849,0
10850,0
10851,1
10852,0
10853,1
10854,0
10855,1
10856,1
10857,1
10858,0
10859,1
10860,0
10861,1
10862,0
10863,1
10864,0
10865,0
10866,0
10867,0
10868,1
10869,0
10870,0
10871,0
10872,1
10873,0
10874,0
10875,1
10876,1
10877,1
10878,0
10879,1
10880,1
10881,0
10882,0
10883,1
10884,0
10885,1
10886,1
10887,1
10888,1
10889,1
10890,1
10891,1
10892,1
10893,0
10894,1
10895,1
10896,0
10897,0
10898,1
10899,1
10900,0
10901,1
10902,0
10903,0
10904,1
10905,1
10906,0
10907,1
10908,1
10909,1
10910,1
10911,0
10912,1
10913,0
10914,0
10915,0
10916,1
10917,1
10918,0
10919,1
10920,1
10921,0
10922,1
10923,1
10924,0
10925,1
10926,1
10927,1
10928,0
10929,0
10930,0
10931,0
10932,1
10933,1
10934,1
10935,0
10936,0
10937,1
10938,0
10939,0
10940,0
10941,0
10942,0
10943,1
10944,1
10945,0
10946,1
10947,1
10948,1
10949,1
10950,1
10951,0
10952,1
10953,1
10954,1
10955,0
10956,1
10957,1
10958,0
10959,1
10960,1
10961,1
10962,0
10963,1
10964,0
10965,1
10966,0
10967,0
10968,0
10969,1
10970,0
10971,0
10972,0
10973,1
10974,1
10975,0
10976,1
10977,0
10978,1
10979,1
10980,0
10981,1
10982,1
10983,1
10984,1
10985,1
10986,1
10987,1
10988,1
10989,1
10990,1
10991,0
10992,0
10993,0
10994,1
10995,0
10996,1
10997,1
10998,1
10999,0
11000,0
11001,0
11002,1
11003,0
11004,1
11005,1
11006,0
11007,1
11008,1
11009,1
11010,1
11011,1
11012,1
11013,1
11014,1
11015,1
11016,1
11017,1
11018,1
11019,1
11020,1
11021,1
11022,0
11023,1
11024,0
11025,1
11026,0
11027,1
11028,1
11029,0
11030,0
11031,1
11032,1
11033,0
11034,1
11035,1
11036,1
11037,1
11038,0
11039,0
11040,1
11041,1
11042,0
11043,0
11044,1
11045,0
11046,1
11047,0
11048,0
11049,1
11050,0
11051,0
11052,0
11053,0
11054,1
11055,1
11056,0
11057,1
11058,0
11059,0
11060,1
11061,1
11062,0
11063,1
11064,1
11065,1
11066,1
11067,1
11068,1
11069,1
11070,0
11071,1
11072,1
11073,0
11074,1
11075,0
11076,1
11077,0
11078,1
11079,1
11080,1
11081,0
11082,0
11083,1
11084,1
11085,1
11086,1
11087,1
11088,0
11089,1
11090,0
11091,0
11092,1
11093,1
11094,0
11095,0
11096,0
11097,0
11098,1
11099,0
11100,0
11101,1
11102,0
11103,1
11104,1
11105,1
11106,1
11107,1
11108,0
11109,1
11110,0
11111,1
11112,0
11113,1
11114,1
11115,0
11116,0
11117,1
11118,1
11119,0
11120,1
11121,1
11122,1
11123,0
11124,1
11125,0
11126,1
11127,1
11128,0
11129,1
11130,1
11131,1
11132,1
11133,1
11134,1
11135,1
11136,1
11137,1
11138,0
11139,1
11140,0
11141,1
11142,0
11143,1
11144,1
11145,0
11146,1
11147,0
11148,1
11149,1
11150,1
11151,1
11152,1
11153,1
11154,1
11155,1
11156,0
11157,1
11158,1
11159,1
11160,1
11161,1
11162,0
11163,0
11164,0
11165,1
11166,1
11167,1
11168,1
11169,0
11170,1
11171,0
11172,1
11173,1
11174,1
11175,1
11176,0
11177,1
11178,0
11179,1
11180,0
11181,1
11182,1
11183,0
11184,0
11185,0
11186,1
11187,1
11188,1
11189,1
11190,1
11191,1
11192,1
11193,1
11194,0
11195,0
11196,0
11197,0
11198,1
11199,0
11200,0
11201,1
11202,0
11203,0
11204,1
11205,1
11206,1
11207,0
11208,1
11209,1
11210,0
11211,0
11212,0
11213,1
11214,1
11215,1
11216,0
11217,0
11218,1
11219,0
11220,0
11221,0
11222,0
11223,1
11224,0
11225,0
11226,1
11227,1
11228,0
11229,1
11230,0
11231,1
11232,1
11233,1
11234,1
11235,0
11236,0
11237,0
11238,1
11239,1
11240,0
11241,0
11242,0
11243,0
11244,0
11245,1
11246,1
11247,0
11248,0
11249,1
11250,1
11251,0
11252,1
11253,0
11254,0
11255,1
11256,0
11257,1
11258,1
11259,0
11260,1
11261,1
11262,1
11263,0
11264,1
11265,1
11266,1
11267,1
11268,0
11269,0
11270,1
11271,0
11272,0
11273,1
11274,0
11275,1
11276,1
11277,1
11278,0
11279,1
11280,0
11281,1
11282,1
11283,1
11284,1
11285,1
11286,1
11287,0
11288,1
11289,1
11290,1
11291,1
11292,1
11293,0
11294,0
11295,1
11296,0
11297,1
11298,1
11299,1
11300,1
11301,0
11302,0
11303,1
11304,0
11305,0
11306,1
11307,1
11308,0
11309,1
11310,1
11311,0
11312,0
11313,1
11314,0
11315,1
11316,0
11317,0
11318,1
11319,1
11320,1
11321,1
11322,1
11323,1
11324,1
11325,0
11326,1
11327,0
11328,1
11329,0
11330,0
11331,0
11332,0
11333,0
11334,1
11335,1
11336,1
11337,1
11338,0
11339,1
11340,1
11341,0
11342,0
11343,1
11344,0
11345,0
11346,1
11347,0
11348,0
11349,1
11350,0
11351,1
11352,0
11353,0
11354,1
11355,1
11356,1
11357,1
11358,0
11359,0
11360,0
11361,1
11362,1
11363,1
11364,1
11365,0
11366,0
11367,1
11368,0
11369,1
11370,1
11371,0
11372,0
11373,0
11374,1
11375,0
11376,0
11377,0
11378,1
11379,1
11380,1
11381,1
11382,1
11383,0
11384,0
11385,0
11386,1
11387,1
11388,1
11389,1
11390,0
11391,1
11392,1
11393,1
11394,1
11395,0
11396,0
11397,1
11398,1
11399,0
11400,1
11401,1
11402,1
11403,0
11404,1
11405,1
11406,0
11407,0
11408,0
11409,1
11410,1
11411,0
11412,1
11413,0
11414,0
11415,1
11416,1
11417,1
11418,1
11419,0
11420,1
11421,1
11422,1
11423,1
11424,0
11425,0
11426,1
11427,0
11428,0
11429,0
11430,0
11431,1
11432,0
11433,0
11434,1
11435,0
11436,1
11437,1
11438,0
11439,1
11440,1
11441,1
11442,1
11443,0
11444,0
11445,1
11446,0
11447,0
11448,0
11449,1
11450,1
11451,1
11452,1
11453,1
11454,0
11455,0
11456,1
11457,1
11458,1
11459,0
11460,1
11461,0
11462,1
11463,1
11464,1
11465,1
11466,0
11467,0
11468,1
11469,0
11470,0
11471,0
11472,1
11473,1
11474,0
11475,0
11476,0
11477,1
11478,0
11479,0
11480,0
11481,0
11482,1
11483,1
11484,1
11485,1
11486,0
11487,0
11488,1
11489,0
11490,0
11491,1
11492,0
11493,1
11494,1
11495,0
11496,0
11497,0
11498,1
11499,0
11500,0
11501,0
11502,0
11503,1
11504,1
11505,1
11506,0
11507,1
11508,0
11509,0
11510,0
11511,1
11512,1
11513,1
11514,1
11515,1
11516,1
11517,0
11518,1
11519,1
11520,1
11521,1
11522,0
11523,1
11524,0
11525,1
11526,1
11527,0
11528,0
11529,1
11530,1
11531,1
11532,1
11533,1
11534,1
11535,0
11536,1
11537,0
11538,1
11539,0
11540,1
11541,1
11542,0
11543,0
11544,0
11545,0
11546,1
11547,1
11548,1
11549,1
11550,1
11551,1
11552,1
11553,0
11554,0
11555,1
11556,1
11557,1
11558,1
11559,0
11560,0
11561,1
11562,0
11563,1
11564,1
11565,0
11566,0
11567,0
11568,1
11569,1
11570,1
11571,0
11572,0
11573,1
11574,0
11575,0
11576,1
11577,1
11578,1
11579,1
11580,1
11581,1
11582,1
11583,1
11584,1
11585,0
11586,1
11587,0
11588,1
11589,0
11590,1
11591,0
11592,1
11593,1
11594,0
11595,0
11596,1
11597,1
11598,1
11599,1
11600,0
11601,0
11602,1
11603,1
11604,1
11605,1
11606,0
11607,0
11608,0
11609,1
11610,1
11611,0
11612,1
11613,1
11614,1
11615,1
11616,1
11617,0
11618,0
11619,1
11620,0
11621,0
11622,0
11623,0
11624,1
11625,1
11626,1
11627,1
11628,1
11629,1
11630,1
11631,1
11632,0
11633,1
11634,0
11635,1
11636,1
11637,1
11638,0
11639,1
11640,0
11641,0
11642,1
11643,0
11644,0
11645,1
11646,0
11647,1
11648,0
11649,0
11650,0
11651,1
11652,1
11653,0
11654,1
11655,0
11656,0
11657,1
11658,1
11659,1
11660,1
11661,1
11662,1
11663,1
11664,0
11665,0
11666,0
11667,0
11668,1
11669,1
11670,1
11671,1
11672,1
11673,0
11674,1
11675,0
11676,1
11677,0
11678,1
11679,1
11680,1
11681,0
11682,1
11683,1
11684,1
11685,0
11686,1
11687,1
11688,0
11689,0
11690,1
11691,0
11692,0
11693,1
11694,1
11695,0
11696,1
11697,1
11698,1
11699,0
11700,1
11701,0
11702,1
11703,1
11704,0
11705,0
11706,1
11707,0
11708,1
11709,1
11710,1
11711,1
11712,1
11713,0
11714,1
11715,0
11716,1
11717,0
11718,1
11719,1
11720,1
11721,0
11722,1
11723,0
11724,1
11725,0
11726,0
11727,1
11728,0
11729,1
11730,1
11731,0
11732,0
11733,1
11734,0
11735,1
11736,0
11737,0
11738,1
11739,1
11740,1
11741,1
11742,0
11743,1
11744,1
11745,0
11746,1
11747,0
11748,1
11749,1
11750,0
11751,1
11752,1
11753,0
11754,1
11755,1
11756,0
11757,1
11758,1
11759,0
11760,1
11761,1
11762,1
11763,1
11764,1
11765,1
11766,1
11767,1
11768,1
11769,1
11770,1
11771,1
11772,0
11773,0
11774,1
11775,1
11776,0
11777,1
11778,1
11779,1
11780,1
11781,1
11782,1
11783,1
11784,1
11785,0
11786,1
11787,1
11788,0
11789,0
11790,1
11791,1
11792,1
11793,0
11794,0
11795,0
11796,1
11797,0
11798,0
11799,1
11800,1
11801,1
11802,1
11803,0
11804,1
11805,0
11806,0
11807,1
11808,0
11809,1
11810,0
11811,1
11812,1
11813,1
11814,1
11815,1
11816,0
11817,1
11818,0
11819,1
11820,1
11821,0
11822,1
11823,1
11824,0
11825,0
11826,1
11827,0
11828,1
11829,1
11830,1
11831,0
11832,1
11833,0
11834,0
11835,0
11836,0
11837,0
11838,0
11839,0
11840,1
11841,1
11842,0
11843,1
11844,1
11845,1
11846,0
11847,1
11848,1
11849,1
11850,1
11851,1
11852,0
11853,1
11854,1
11855,1
11856,0
11857,0
11858,0
11859,0
11860,0
11861,1
11862,0
11863,1
11864,1
11865,0
11866,0
11867,1
11868,0
11869,0
11870,0
11871,1
11872,0
11873,0
11874,1
11875,1
11876,1
11877,1
11878,0
11879,0
11880,0
11881,0
11882,0
11883,1
11884,1
11885,1
11886,1
11887,0
11888,0
11889,1
11890,0
11891,0
11892,1
11893,1
11894,0
11895,1
11896,1
11897,0
11898,1
11899,0
11900,0
11901,1
11902,1
11903,1
11904,0
11905,0
11906,1
11907,1
11908,1
11909,1
11910,1
11911,1
11912,1
11913,1
11914,0
11915,0
11916,1
11917,1
11918,1
11919,0
11920,1
11921,0
11922,0
11923,1
11924,1
11925,1
11926,1
11927,1
11928,1
11929,0
11930,0
11931,1
11932,1
11933,0
11934,0
11935,0
11936,0
11937,1
11938,1
11939,0
11940,1
11941,0
11942,1
11943,1
11944,0
11945,1
11946,1
11947,1
11948,0
11949,1
11950,0
11951,1
11952,0
11953,0
11954,1
11955,1
11956,0
11957,0
11958,1
11959,0
11960,0
11961,1
11962,0
11963,1
11964,1
11965,1
11966,1
11967,1
11968,1
11969,0
11970,1
11971,0
11972,0
11973,0
11974,1
11975,1
11976,1
11977,0
11978,1
11979,1
11980,1
11981,0
11982,0
11983,0
11984,1
11985,1
11986,0
11987,1
11988,1
11989,1
11990,0
11991,0
11992,1
11993,0
11994,0
11995,0
11996,0
11997,0
11998,0
11999,0
12000,1
12001,1
12002,1
12003,1
12004,0
12005,0
12006,0
12007,0
12008,0
12009,1
12010,0
12011,0
12012,0
12013,1
12014,0
12015,0
12016,1
12017,1
12018,0
12019,1
12020,1
12021,0
12022,1
12023,0
12024,1
12025,0
12026,1
12027,0
12028,1
12029,1
12030,1
12031,1
12032,1
12033,0
12034,1
12035,1
12036,1
12037,0
12038,0
12039,1
12040,1
12041,0
12042,1
12043,0
12044,0
12045,1
12046,1
12047,1
12048,1
12049,0
12050,1
12051,1
12052,1
12053,0
12054,1
12055,1
12056,1
12057,0
12058,1
12059,0
12060,1
12061,1
12062,0
12063,0
12064,1
12065,0
12066,1
12067,0
12068,0
12069,0
12070,1
12071,1
12072,1
12073,0
12074,0
12075,0
12076,1
12077,0
12078,1
12079,1
12080,1
12081,1
12082,1
12083,0
12084,0
12085,1
12086,0
12087,1
12088,0
12089,1
12090,1
12091,1
12092,1
12093,1
12094,0
12095,0
12096,1
12097,1
12098,1
12099,1
12100,0
12101,0
12102,0
12103,1
12104,0
12105,1
12106,0
12107,0
12108,1
12109,1
12110,1
12111,0
12112,1
12113,0
12114,1
12115,1
12116,0
12117,1
12118,1
12119,1
12120,0
12121,0
12122,1
12123,0
12124,1
12125,0
12126,0
12127,0
12128,1
12129,0
12130,1
12131,1
12132,1
12133,0
12134,1
12135,1
12136,1
12137,0
12138,1
12139,1
12140,1
12141,1
12142,1
12143,1
12144,0
12145,1
12146,1
12147,1
12148,1
12149,1
12150,1
12151,1
12152,0
12153,1
12154,0
12155,1
12156,1
12157,0
12158,0
12159,1
12160,1
12161,0
12162,0
12163,0
12164,0
12165,1
12166,1
12167,0
12168,0
12169,0
12170,0
12171,0
12172,1
12173,0
12174,1
12175,0
12176,1
12177,1
12178,1
12179,1
12180,1
12181,1
12182,1
12183,1
12184,1
12185,0
12186,0
12187,0
12188,0
12189,1
12190,0
12191,0
12192,1
12193,0
12194,0
12195,1
12196,1
12197,1
12198,1
12199,1
12200,1
12201,1
12202,1
12203,0
12204,1
12205,1
12206,0
12207,1
12208,1
12209,1
12210,1
12211,0
12212,0
12213,0
12214,0
12215,0
12216,1
12217,1
12218,1
12219,0
12220,1
12221,1
12222,1
12223,0
12224,1
12225,0
12226,1
12227,0
12228,1
12229,1
